state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Delaware,5/6/2020,-34.0,-15.0,-29.0,-44.0,-46.0,19.0
District of Columbia,5/6/2020,-62.0,-31.0,-72.0,-78.0,-69.0,29.0
Florida,5/6/2020,-33.0,-14.0,-26.0,-49.0,-41.0,16.0
Georgia,5/6/2020,-18.0,-2.0,17.0,-40.0,-42.0,15.0
Hawaii,5/6/2020,-47.0,-24.0,-49.0,-64.0,-44.0,20.0
Idaho,5/6/2020,-17.0,2.0,43.0,-13.0,-36.0,13.0
Illinois,5/6/2020,-32.0,-4.0,30.0,-44.0,-48.0,19.0
Indiana,5/6/2020,-17.0,2.0,75.0,-13.0,-40.0,15.0
Iowa,5/6/2020,-24.0,18.0,104.0,-9.0,-37.0,14.0
Kansas,5/6/2020,-18.0,5.0,114.0,-7.0,-38.0,13.0
Kentucky,5/6/2020,-20.0,6.0,40.0,-21.0,-41.0,15.0
Louisiana,5/6/2020,-17.0,3.0,12.0,-28.0,-37.0,13.0
Maine,5/6/2020,-25.0,-3.0,67.0,-35.0,-40.0,14.0
Maryland,5/6/2020,-38.0,-19.0,-29.0,-57.0,-54.0,24.0
Massachusetts,5/6/2020,-40.0,-18.0,11.0,-66.0,-56.0,23.0
Michigan,5/6/2020,-29.0,-5.0,105.0,-36.0,-53.0,19.0
Minnesota,5/6/2020,-27.0,0.0,119.0,-45.0,-46.0,18.0
Mississippi,5/6/2020,-3.0,11.0,24.0,-9.0,-33.0,10.0
Missouri,5/6/2020,-10.0,5.0,35.0,-18.0,-39.0,11.0
Montana,5/6/2020,-15.0,8.0,33.0,-16.0,-30.0,10.0
Nebraska,5/6/2020,-19.0,4.0,70.0,-7.0,-37.0,14.0
Nevada,5/6/2020,-35.0,-6.0,-27.0,-44.0,-49.0,18.0
New Hampshire,5/6/2020,-24.0,-5.0,56.0,-35.0,-44.0,18.0
New Jersey,5/6/2020,-52.0,-19.0,-21.0,-64.0,-56.0,25.0
New Mexico,5/6/2020,-26.0,2.0,11.0,-20.0,-42.0,16.0
New York,5/6/2020,-54.0,-16.0,-30.0,-65.0,-55.0,24.0
North Carolina,5/6/2020,-24.0,-2.0,11.0,-36.0,-41.0,15.0
North Dakota,5/6/2020,-15.0,0.0,77.0,-15.0,-31.0,12.0
Ohio,5/6/2020,-23.0,0.0,82.0,-18.0,-43.0,16.0
Oklahoma,5/6/2020,-3.0,13.0,78.0,-4.0,-33.0,10.0
Oregon,5/6/2020,-28.0,-2.0,43.0,-36.0,-44.0,15.0
Pennsylvania,5/6/2020,-37.0,-11.0,-22.0,-50.0,-48.0,20.0
Rhode Island,5/6/2020,-30.0,-11.0,24.0,-57.0,-48.0,19.0
South Carolina,5/6/2020,-14.0,3.0,3.0,-15.0,-36.0,13.0
South Dakota,5/6/2020,-15.0,11.0,107.0,-6.0,-33.0,13.0
Tennessee,5/6/2020,-12.0,5.0,5.0,-20.0,-36.0,13.0
Texas,5/6/2020,-20.0,-2.0,15.0,-33.0,-41.0,16.0
Utah,5/6/2020,-17.0,-4.0,87.0,-34.0,-43.0,15.0
Vermont,5/6/2020,-34.0,-15.0,46.0,-42.0,-49.0,18.0
Virginia,5/6/2020,-30.0,-8.0,3.0,-45.0,-48.0,19.0
Washington,5/6/2020,-32.0,-5.0,36.0,-49.0,-50.0,18.0
West Virginia,5/6/2020,-19.0,0.0,-9.0,-14.0,-37.0,13.0
Wisconsin,5/6/2020,-29.0,0.0,131.0,-21.0,-41.0,16.0
Wyoming,5/6/2020,-16.0,0.0,50.0,0.0,-30.0,10.0
Alabama,5/7/2020,-15.0,8.0,33.0,-12.0,-34.0,12.0
Alaska,5/7/2020,-11.0,4.0,70.0,-36.0,-34.0,12.0
Arizona,5/7/2020,-29.0,-6.0,-15.0,-35.0,-44.0,16.0
Arkansas,5/7/2020,-9.0,11.0,63.0,-14.0,-32.0,10.0
California,5/7/2020,-46.0,-8.0,-18.0,-48.0,-49.0,20.0
Colorado,5/7/2020,-28.0,-6.0,45.0,-46.0,-48.0,17.0
Connecticut,5/7/2020,-31.0,-8.0,63.0,-44.0,-48.0,19.0
Delaware,5/7/2020,-27.0,-7.0,34.0,-38.0,-45.0,17.0
District of Columbia,5/7/2020,-57.0,-23.0,-45.0,-74.0,-68.0,26.0
Florida,5/7/2020,-33.0,-12.0,-23.0,-48.0,-41.0,16.0
Georgia,5/7/2020,-18.0,-1.0,11.0,-41.0,-42.0,16.0
Hawaii,5/7/2020,-47.0,-23.0,-54.0,-66.0,-43.0,20.0
Idaho,5/7/2020,-14.0,8.0,122.0,-11.0,-36.0,11.0
Illinois,5/7/2020,-32.0,-1.0,35.0,-45.0,-48.0,19.0
Indiana,5/7/2020,-19.0,4.0,97.0,-14.0,-40.0,15.0
Iowa,5/7/2020,-26.0,8.0,103.0,-14.0,-38.0,15.0
Kansas,5/7/2020,-27.0,-4.0,33.0,-16.0,-40.0,17.0
Kentucky,5/7/2020,-20.0,6.0,67.0,-21.0,-41.0,14.0
Louisiana,5/7/2020,-20.0,5.0,2.0,-31.0,-37.0,13.0
Maine,5/7/2020,-26.0,-3.0,73.0,-35.0,-39.0,14.0
Maryland,5/7/2020,-30.0,-11.0,66.0,-48.0,-53.0,22.0
Massachusetts,5/7/2020,-39.0,-12.0,38.0,-65.0,-55.0,23.0
Michigan,5/7/2020,-31.0,-5.0,90.0,-37.0,-53.0,20.0
Minnesota,5/7/2020,-30.0,0.0,88.0,-48.0,-46.0,19.0
Mississippi,5/7/2020,-8.0,8.0,29.0,-9.0,-32.0,11.0
Missouri,5/7/2020,-18.0,5.0,49.0,-23.0,-40.0,14.0
Montana,5/7/2020,-13.0,10.0,46.0,-17.0,-30.0,10.0
Nebraska,5/7/2020,-23.0,-1.0,29.0,-11.0,-38.0,17.0
Nevada,5/7/2020,-35.0,-6.0,-27.0,-48.0,-50.0,18.0
New Hampshire,5/7/2020,-25.0,-3.0,91.0,-33.0,-43.0,18.0
New Jersey,5/7/2020,-47.0,-10.0,65.0,-60.0,-55.0,23.0
New Mexico,5/7/2020,-26.0,4.0,16.0,-18.0,-44.0,16.0
New York,5/7/2020,-50.0,-8.0,16.0,-62.0,-55.0,22.0
North Carolina,5/7/2020,-22.0,2.0,29.0,-37.0,-40.0,15.0
North Dakota,5/7/2020,-16.0,-1.0,39.0,-20.0,-31.0,14.0
Ohio,5/7/2020,-24.0,1.0,113.0,-19.0,-42.0,16.0
Oklahoma,5/7/2020,-8.0,10.0,39.0,-9.0,-35.0,12.0
Oregon,5/7/2020,-28.0,2.0,57.0,-36.0,-44.0,15.0
Pennsylvania,5/7/2020,-32.0,-6.0,57.0,-44.0,-47.0,18.0
Rhode Island,5/7/2020,-30.0,-8.0,71.0,-56.0,-47.0,19.0
South Carolina,5/7/2020,-15.0,4.0,10.0,-15.0,-35.0,13.0
South Dakota,5/7/2020,-18.0,8.0,59.0,-8.0,-33.0,15.0
Tennessee,5/7/2020,-12.0,6.0,35.0,-20.0,-35.0,11.0
Texas,5/7/2020,-22.0,-3.0,16.0,-34.0,-42.0,16.0
Utah,5/7/2020,-17.0,1.0,86.0,-34.0,-43.0,15.0
Vermont,5/7/2020,-33.0,-13.0,73.0,-43.0,-47.0,17.0
Virginia,5/7/2020,-28.0,-4.0,44.0,-42.0,-47.0,18.0
Washington,5/7/2020,-30.0,-2.0,80.0,-46.0,-50.0,17.0
West Virginia,5/7/2020,-16.0,4.0,24.0,-11.0,-36.0,12.0
Wisconsin,5/7/2020,-30.0,-1.0,113.0,-23.0,-41.0,17.0
Wyoming,5/7/2020,-20.0,1.0,14.0,0.0,-31.0,12.0
Alabama,5/8/2020,-22.0,1.0,-1.0,-17.0,-35.0,15.0
Alaska,5/8/2020,-13.0,5.0,80.0,-34.0,-32.0,12.0
Arizona,5/8/2020,-30.0,-3.0,-13.0,-33.0,-42.0,16.0
Arkansas,5/8/2020,-10.0,11.0,56.0,-14.0,-32.0,11.0
California,5/8/2020,-46.0,-5.0,-18.0,-46.0,-46.0,20.0
Colorado,5/8/2020,-30.0,-3.0,29.0,-43.0,-45.0,17.0
Connecticut,5/8/2020,-37.0,-10.0,-6.0,-51.0,-47.0,22.0
Delaware,5/8/2020,-33.0,-11.0,-22.0,-47.0,-45.0,20.0
District of Columbia,5/8/2020,-63.0,-27.0,-67.0,-74.0,-66.0,28.0
Florida,5/8/2020,-33.0,-9.0,-20.0,-48.0,-40.0,17.0
Georgia,5/8/2020,-23.0,-4.0,1.0,-43.0,-41.0,16.0
Hawaii,5/8/2020,-46.0,-20.0,-52.0,-63.0,-42.0,21.0
Idaho,5/8/2020,-17.0,12.0,133.0,-10.0,-35.0,10.0
Illinois,5/8/2020,-36.0,-3.0,-2.0,-45.0,-47.0,20.0
Indiana,5/8/2020,-25.0,-1.0,32.0,-18.0,-40.0,17.0
Iowa,5/8/2020,-21.0,17.0,104.0,-9.0,-36.0,13.0
Kansas,5/8/2020,-17.0,2.0,116.0,-7.0,-35.0,11.0
Kentucky,5/8/2020,-30.0,-3.0,2.0,-29.0,-42.0,18.0
Louisiana,5/8/2020,-32.0,-6.0,-28.0,-39.0,-38.0,18.0
Maine,5/8/2020,-29.0,-5.0,45.0,-38.0,-40.0,16.0
Maryland,5/8/2020,-37.0,-14.0,-11.0,-51.0,-51.0,24.0
Massachusetts,5/8/2020,-42.0,-13.0,-3.0,-66.0,-54.0,24.0
Michigan,5/8/2020,-40.0,-13.0,17.0,-42.0,-52.0,23.0
Minnesota,5/8/2020,-31.0,2.0,65.0,-47.0,-46.0,19.0
Mississippi,5/8/2020,-20.0,-3.0,-12.0,-19.0,-34.0,15.0
Missouri,5/8/2020,-13.0,4.0,62.0,-19.0,-32.0,13.0
Montana,5/8/2020,-16.0,12.0,59.0,-12.0,-29.0,10.0
Nebraska,5/8/2020,-18.0,10.0,74.0,-2.0,-36.0,14.0
Nevada,5/8/2020,-37.0,-5.0,-32.0,-49.0,-49.0,19.0
New Hampshire,5/8/2020,-30.0,-4.0,43.0,-42.0,-43.0,20.0
New Jersey,5/8/2020,-53.0,-15.0,-22.0,-64.0,-54.0,27.0
New Mexico,5/8/2020,-28.0,7.0,7.0,-21.0,-40.0,15.0
New York,5/8/2020,-55.0,-14.0,-40.0,-65.0,-54.0,25.0
North Carolina,5/8/2020,-25.0,-1.0,14.0,-38.0,-40.0,15.0
North Dakota,5/8/2020,-19.0,-1.0,58.0,-18.0,-29.0,14.0
Ohio,5/8/2020,-32.0,-5.0,26.0,-25.0,-42.0,19.0
Oklahoma,5/8/2020,-10.0,6.0,36.0,-7.0,-34.0,12.0
Oregon,5/8/2020,-31.0,2.0,60.0,-34.0,-43.0,14.0
Pennsylvania,5/8/2020,-40.0,-12.0,-23.0,-49.0,-46.0,21.0
Rhode Island,5/8/2020,-35.0,-10.0,7.0,-56.0,-46.0,21.0
South Carolina,5/8/2020,-19.0,3.0,-3.0,-16.0,-36.0,13.0
South Dakota,5/8/2020,-14.0,15.0,127.0,-7.0,-31.0,13.0
Tennessee,5/8/2020,-21.0,-1.0,-21.0,-26.0,-37.0,15.0
Texas,5/8/2020,-23.0,-2.0,-6.0,-33.0,-40.0,17.0
Utah,5/8/2020,-20.0,10.0,101.0,-33.0,-40.0,13.0
Vermont,5/8/2020,-39.0,-16.0,15.0,-51.0,-48.0,20.0
Virginia,5/8/2020,-32.0,-7.0,3.0,-45.0,-46.0,20.0
Washington,5/8/2020,-31.0,0.0,103.0,-43.0,-48.0,16.0
West Virginia,5/8/2020,-28.0,-7.0,-21.0,-21.0,-37.0,16.0
Wisconsin,5/8/2020,-35.0,-2.0,53.0,-24.0,-40.0,19.0
Wyoming,5/8/2020,-18.0,9.0,50.0,10.0,-28.0,11.0
Alabama,5/9/2020,-15.0,20.0,39.0,-3.0,-18.0,5.0
Alaska,5/9/2020,-8.0,21.0,152.0,-26.0,-18.0,3.0
Arizona,5/9/2020,-32.0,3.0,-25.0,-33.0,-26.0,9.0
Arkansas,5/9/2020,-9.0,23.0,59.0,-8.0,-15.0,3.0
California,5/9/2020,-46.0,4.0,-23.0,-40.0,-29.0,12.0
Colorado,5/9/2020,-31.0,4.0,13.0,-41.0,-27.0,9.0
Connecticut,5/9/2020,-35.0,1.0,37.0,-48.0,-30.0,12.0
Delaware,5/9/2020,-31.0,0.0,,-37.0,-25.0,11.0
District of Columbia,5/9/2020,-64.0,-18.0,-66.0,-68.0,-42.0,15.0
Florida,5/9/2020,-33.0,-3.0,-26.0,-49.0,-28.0,9.0
Georgia,5/9/2020,-17.0,11.0,29.0,-35.0,-21.0,7.0
Hawaii,5/9/2020,-46.0,-15.0,-44.0,-67.0,-38.0,13.0
Idaho,5/9/2020,-17.0,26.0,,-2.0,-21.0,3.0
Illinois,5/9/2020,-32.0,13.0,54.0,-30.0,-26.0,9.0
Indiana,5/9/2020,-20.0,17.0,109.0,-4.0,-24.0,7.0
Iowa,5/9/2020,-25.0,27.0,133.0,-8.0,-18.0,7.0
Kansas,5/9/2020,-26.0,12.0,133.0,-6.0,-19.0,6.0
Kentucky,5/9/2020,-21.0,19.0,91.0,-14.0,-23.0,6.0
Louisiana,5/9/2020,-26.0,16.0,-31.0,-34.0,-25.0,9.0
Maine,5/9/2020,-42.0,-11.0,-32.0,-53.0,-28.0,12.0
Maryland,5/9/2020,-35.0,-3.0,9.0,-42.0,-31.0,13.0
Massachusetts,5/9/2020,-45.0,-10.0,-13.0,-61.0,-37.0,14.0
Michigan,5/9/2020,-37.0,3.0,55.0,-34.0,-32.0,11.0
Minnesota,5/9/2020,-36.0,4.0,39.0,-46.0,-28.0,11.0
Mississippi,5/9/2020,-7.0,20.0,19.0,-10.0,-19.0,5.0
Missouri,5/9/2020,-20.0,18.0,84.0,-14.0,-19.0,5.0
Montana,5/9/2020,-13.0,24.0,84.0,-7.0,-19.0,3.0
Nebraska,5/9/2020,-23.0,12.0,52.0,-3.0,-20.0,8.0
Nevada,5/9/2020,-36.0,2.0,-40.0,-45.0,-44.0,12.0
New Hampshire,5/9/2020,-36.0,-4.0,-27.0,-45.0,-30.0,12.0
New Jersey,5/9/2020,-50.0,-5.0,5.0,-58.0,-34.0,15.0
New Mexico,5/9/2020,-32.0,10.0,5.0,-20.0,-27.0,9.0
New York,5/9/2020,-53.0,-6.0,-29.0,-59.0,-37.0,15.0
North Carolina,5/9/2020,-22.0,11.0,40.0,-30.0,-24.0,7.0
North Dakota,5/9/2020,-26.0,5.0,-24.0,-28.0,-17.0,11.0
Ohio,5/9/2020,-29.0,10.0,69.0,-17.0,-26.0,9.0
Oklahoma,5/9/2020,-10.0,20.0,63.0,1.0,-17.0,4.0
Oregon,5/9/2020,-33.0,9.0,72.0,-25.0,-28.0,7.0
Pennsylvania,5/9/2020,-37.0,0.0,-8.0,-40.0,-29.0,12.0
Rhode Island,5/9/2020,-35.0,2.0,16.0,-54.0,-32.0,12.0
South Carolina,5/9/2020,-15.0,17.0,29.0,-10.0,-22.0,5.0
South Dakota,5/9/2020,-21.0,18.0,29.0,-15.0,-19.0,9.0
Tennessee,5/9/2020,-13.0,19.0,47.0,-10.0,-18.0,4.0
Texas,5/9/2020,-23.0,7.0,-1.0,-28.0,-22.0,8.0
Utah,5/9/2020,-22.0,17.0,101.0,-26.0,-20.0,5.0
Vermont,5/9/2020,-45.0,-16.0,-20.0,-61.0,-36.0,12.0
Virginia,5/9/2020,-32.0,4.0,8.0,-36.0,-28.0,10.0
Washington,5/9/2020,-34.0,8.0,108.0,-30.0,-30.0,7.0
West Virginia,5/9/2020,-19.0,11.0,6.0,-12.0,-22.0,7.0
Wisconsin,5/9/2020,-32.0,15.0,114.0,-14.0,-22.0,8.0
Wyoming,5/9/2020,-17.0,19.0,35.0,10.0,-17.0,5.0
Alabama,6/1/2020,-1.0,8.0,46.0,-1.0,-28.0,8.0
Alaska,6/1/2020,9.0,17.0,103.0,-15.0,-25.0,7.0
Arizona,6/1/2020,-17.0,-6.0,-18.0,-30.0,-36.0,11.0
Arkansas,6/1/2020,2.0,10.0,71.0,-2.0,-28.0,7.0
California,6/1/2020,-41.0,-12.0,-16.0,-45.0,-42.0,17.0
Colorado,6/1/2020,-14.0,1.0,71.0,-33.0,-36.0,11.0
Connecticut,6/1/2020,-14.0,-5.0,60.0,-33.0,-39.0,14.0
Delaware,6/1/2020,-11.0,-3.0,53.0,-30.0,-37.0,12.0
District of Columbia,6/1/2020,-54.0,-30.0,-38.0,-69.0,-61.0,23.0
Florida,6/1/2020,-21.0,-9.0,-24.0,-42.0,-33.0,11.0
Georgia,6/1/2020,-10.0,1.0,44.0,-40.0,-35.0,10.0
Hawaii,6/1/2020,-38.0,-20.0,-42.0,-58.0,-34.0,14.0
Idaho,6/1/2020,7.0,13.0,174.0,8.0,-24.0,4.0
Illinois,6/1/2020,-27.0,-7.0,24.0,-45.0,-44.0,15.0
Indiana,6/1/2020,-1.0,5.0,100.0,-3.0,-30.0,9.0
Iowa,6/1/2020,-8.0,19.0,143.0,-2.0,-30.0,10.0
Kansas,6/1/2020,-5.0,3.0,117.0,1.0,-29.0,8.0
Kentucky,6/1/2020,-3.0,10.0,78.0,-12.0,-31.0,9.0
Louisiana,6/1/2020,-8.0,2.0,5.0,-21.0,-26.0,8.0
Maine,6/1/2020,-7.0,6.0,89.0,-17.0,-30.0,9.0
Maryland,6/1/2020,-20.0,-8.0,78.0,-40.0,-45.0,17.0
Massachusetts,6/1/2020,-26.0,-12.0,44.0,-58.0,-47.0,17.0
Michigan,6/1/2020,-16.0,-3.0,116.0,-27.0,-39.0,12.0
Minnesota,6/1/2020,-13.0,6.0,119.0,-50.0,-40.0,13.0
Mississippi,6/1/2020,8.0,9.0,40.0,0.0,-24.0,6.0
Missouri,6/1/2020,-3.0,9.0,89.0,-15.0,-31.0,8.0
Montana,6/1/2020,8.0,18.0,121.0,1.0,-21.0,3.0
Nebraska,6/1/2020,-9.0,3.0,99.0,0.0,-31.0,11.0
Nevada,6/1/2020,-21.0,-3.0,-24.0,-41.0,-37.0,13.0
New Hampshire,6/1/2020,-6.0,0.0,100.0,-17.0,-36.0,12.0
New Jersey,6/1/2020,-37.0,-8.0,84.0,-52.0,-46.0,18.0
New Mexico,6/1/2020,-10.0,5.0,16.0,-15.0,-34.0,11.0
New York,6/1/2020,-40.0,-8.0,22.0,-56.0,-46.0,18.0
North Carolina,6/1/2020,-8.0,5.0,79.0,-24.0,-31.0,9.0
North Dakota,6/1/2020,3.0,8.0,146.0,-6.0,-24.0,6.0
Ohio,6/1/2020,-3.0,4.0,125.0,-7.0,-33.0,9.0
Oklahoma,6/1/2020,3.0,12.0,62.0,2.0,-28.0,7.0
Oregon,6/1/2020,-11.0,4.0,84.0,-24.0,-36.0,10.0
Pennsylvania,6/1/2020,-21.0,-6.0,59.0,-43.0,-39.0,13.0
Rhode Island,6/1/2020,-6.0,-1.0,133.0,-43.0,-37.0,12.0
South Carolina,6/1/2020,0.0,7.0,54.0,-1.0,-26.0,7.0
South Dakota,6/1/2020,5.0,22.0,223.0,16.0,-24.0,7.0
Tennessee,6/1/2020,1.0,6.0,75.0,-16.0,-29.0,8.0
Texas,6/1/2020,-12.0,-3.0,1.0,-30.0,-35.0,12.0
Utah,6/1/2020,-6.0,11.0,113.0,-30.0,-37.0,10.0
Vermont,6/1/2020,-13.0,-4.0,59.0,-32.0,-38.0,12.0
Virginia,6/1/2020,-17.0,-1.0,58.0,-38.0,-39.0,14.0
Washington,6/1/2020,-22.0,-2.0,69.0,-41.0,-42.0,13.0
West Virginia,6/1/2020,5.0,10.0,54.0,4.0,-27.0,7.0
Wisconsin,6/1/2020,-9.0,6.0,116.0,-12.0,-31.0,11.0
Wyoming,6/1/2020,11.0,22.0,143.0,22.0,-21.0,4.0
Alabama,6/2/2020,-4.0,7.0,36.0,-3.0,-27.0,9.0
Alaska,6/2/2020,7.0,15.0,103.0,-18.0,-25.0,8.0
Arizona,6/2/2020,-18.0,-4.0,-18.0,-28.0,-37.0,12.0
Arkansas,6/2/2020,1.0,10.0,113.0,-2.0,-28.0,7.0
California,6/2/2020,-39.0,-6.0,-8.0,-44.0,-42.0,17.0
Colorado,6/2/2020,-15.0,2.0,62.0,-35.0,-39.0,13.0
Connecticut,6/2/2020,-17.0,-4.0,52.0,-32.0,-40.0,15.0
Delaware,6/2/2020,-12.0,-1.0,57.0,-31.0,-37.0,13.0
District of Columbia,6/2/2020,-54.0,-26.0,-30.0,-70.0,-63.0,23.0
Florida,6/2/2020,-22.0,-8.0,-25.0,-41.0,-33.0,12.0
Georgia,6/2/2020,-10.0,2.0,40.0,-38.0,-35.0,12.0
Hawaii,6/2/2020,-37.0,-19.0,-39.0,-59.0,-35.0,16.0
Idaho,6/2/2020,5.0,16.0,219.0,10.0,-28.0,6.0
Illinois,6/2/2020,-24.0,-3.0,45.0,-43.0,-42.0,15.0
Indiana,6/2/2020,1.0,11.0,156.0,0.0,-31.0,9.0
Iowa,6/2/2020,-9.0,19.0,163.0,0.0,-31.0,10.0
Kansas,6/2/2020,-5.0,3.0,137.0,1.0,-32.0,9.0
Kentucky,6/2/2020,-5.0,12.0,95.0,-10.0,-32.0,9.0
Louisiana,6/2/2020,-7.0,7.0,9.0,-19.0,-28.0,9.0
Maine,6/2/2020,-10.0,3.0,122.0,-14.0,-31.0,10.0
Maryland,6/2/2020,-19.0,-4.0,95.0,-38.0,-46.0,17.0
Massachusetts,6/2/2020,-28.0,-11.0,52.0,-56.0,-47.0,18.0
Michigan,6/2/2020,-17.0,1.0,168.0,-23.0,-39.0,13.0
Minnesota,6/2/2020,-19.0,3.0,84.0,-52.0,-40.0,15.0
Mississippi,6/2/2020,5.0,8.0,43.0,3.0,-25.0,7.0
Missouri,6/2/2020,-4.0,8.0,115.0,-12.0,-33.0,9.0
Montana,6/2/2020,7.0,19.0,149.0,3.0,-23.0,4.0
Nebraska,6/2/2020,-8.0,7.0,114.0,0.0,-32.0,11.0
Nevada,6/2/2020,-19.0,0.0,-20.0,-39.0,-38.0,13.0
New Hampshire,6/2/2020,-8.0,1.0,101.0,-13.0,-36.0,14.0
New Jersey,6/2/2020,-38.0,-5.0,68.0,-53.0,-47.0,19.0
New Mexico,6/2/2020,-7.0,10.0,32.0,-11.0,-34.0,12.0
New York,6/2/2020,-43.0,-8.0,14.0,-57.0,-47.0,19.0
North Carolina,6/2/2020,-9.0,5.0,79.0,-22.0,-32.0,10.0
North Dakota,6/2/2020,0.0,8.0,119.0,-6.0,-25.0,7.0
Ohio,6/2/2020,-4.0,7.0,154.0,-6.0,-33.0,9.0
Oklahoma,6/2/2020,2.0,12.0,91.0,2.0,-28.0,7.0
Oregon,6/2/2020,-13.0,5.0,87.0,-25.0,-38.0,11.0
Pennsylvania,6/2/2020,-18.0,-1.0,72.0,-40.0,-40.0,13.0
Rhode Island,6/2/2020,-11.0,-2.0,126.0,-42.0,-38.0,13.0
South Carolina,6/2/2020,1.0,9.0,57.0,1.0,-27.0,8.0
South Dakota,6/2/2020,5.0,23.0,214.0,14.0,-26.0,7.0
Tennessee,6/2/2020,-1.0,7.0,91.0,-15.0,-29.0,8.0
Texas,6/2/2020,-11.0,-2.0,14.0,-28.0,-36.0,13.0
Utah,6/2/2020,-8.0,12.0,149.0,-30.0,-37.0,11.0
Vermont,6/2/2020,-17.0,-6.0,78.0,-24.0,-39.0,13.0
Virginia,6/2/2020,-18.0,0.0,76.0,-35.0,-40.0,14.0
Washington,6/2/2020,-24.0,-1.0,63.0,-42.0,-43.0,15.0
West Virginia,6/2/2020,6.0,12.0,59.0,1.0,-27.0,6.0
Wisconsin,6/2/2020,-10.0,6.0,180.0,-11.0,-33.0,11.0
Wyoming,6/2/2020,7.0,21.0,135.0,17.0,-22.0,5.0
Alabama,6/3/2020,1.0,9.0,44.0,-1.0,-28.0,8.0
Alaska,6/3/2020,11.0,16.0,106.0,-12.0,-25.0,7.0
Arizona,6/3/2020,-18.0,-2.0,-20.0,-28.0,-37.0,12.0
Arkansas,6/3/2020,4.0,13.0,101.0,-2.0,-27.0,7.0
California,6/3/2020,-36.0,-3.0,-5.0,-43.0,-42.0,16.0
Colorado,6/3/2020,-13.0,2.0,74.0,-35.0,-40.0,12.0
Connecticut,6/3/2020,-15.0,-1.0,57.0,-31.0,-40.0,15.0
Delaware,6/3/2020,-13.0,-2.0,65.0,-29.0,-38.0,13.0
District of Columbia,6/3/2020,-51.0,-19.0,-35.0,-69.0,-62.0,23.0
Florida,6/3/2020,-22.0,-11.0,-30.0,-43.0,-34.0,13.0
Georgia,6/3/2020,-8.0,2.0,48.0,-37.0,-36.0,11.0
Hawaii,6/3/2020,-37.0,-16.0,-34.0,-61.0,-35.0,15.0
Idaho,6/3/2020,6.0,17.0,180.0,13.0,-28.0,6.0
Illinois,6/3/2020,-21.0,-1.0,35.0,-40.0,-41.0,15.0
Indiana,6/3/2020,0.0,10.0,112.0,-2.0,-30.0,9.0
Iowa,6/3/2020,-6.0,23.0,153.0,5.0,-30.0,9.0
Kansas,6/3/2020,-2.0,12.0,130.0,5.0,-31.0,8.0
Kentucky,6/3/2020,-3.0,16.0,98.0,-10.0,-32.0,9.0
Louisiana,6/3/2020,-6.0,7.0,6.0,-17.0,-29.0,9.0
Maine,6/3/2020,-9.0,7.0,88.0,-19.0,-32.0,10.0
Maryland,6/3/2020,-20.0,-4.0,82.0,-40.0,-46.0,18.0
Massachusetts,6/3/2020,-27.0,-8.0,58.0,-56.0,-47.0,18.0
Michigan,6/3/2020,-13.0,6.0,147.0,-22.0,-39.0,12.0
Minnesota,6/3/2020,-10.0,12.0,165.0,-43.0,-39.0,13.0
Mississippi,6/3/2020,9.0,14.0,32.0,2.0,-26.0,7.0
Missouri,6/3/2020,3.0,11.0,64.0,-8.0,-31.0,7.0
Montana,6/3/2020,6.0,21.0,134.0,3.0,-23.0,4.0
Nebraska,6/3/2020,-4.0,12.0,113.0,1.0,-31.0,10.0
Nevada,6/3/2020,-18.0,2.0,-19.0,-37.0,-38.0,13.0
New Hampshire,6/3/2020,-5.0,4.0,78.0,-18.0,-36.0,14.0
New Jersey,6/3/2020,-39.0,-7.0,57.0,-53.0,-47.0,20.0
New Mexico,6/3/2020,-9.0,9.0,31.0,-13.0,-34.0,12.0
New York,6/3/2020,-43.0,-7.0,10.0,-58.0,-47.0,19.0
North Carolina,6/3/2020,-8.0,6.0,57.0,-23.0,-33.0,10.0
North Dakota,6/3/2020,2.0,8.0,,-2.0,-25.0,6.0
Ohio,6/3/2020,-3.0,9.0,130.0,-9.0,-33.0,10.0
Oklahoma,6/3/2020,8.0,18.0,95.0,7.0,-27.0,6.0
Oregon,6/3/2020,-12.0,7.0,98.0,-24.0,-38.0,11.0
Pennsylvania,6/3/2020,-23.0,-4.0,38.0,-43.0,-40.0,14.0
Rhode Island,6/3/2020,-10.0,0.0,111.0,-46.0,-39.0,13.0
South Carolina,6/3/2020,2.0,8.0,49.0,3.0,-28.0,8.0
South Dakota,6/3/2020,3.0,23.0,225.0,14.0,-26.0,7.0
Tennessee,6/3/2020,1.0,11.0,84.0,-16.0,-30.0,8.0
Texas,6/3/2020,-9.0,3.0,15.0,-28.0,-35.0,12.0
Utah,6/3/2020,-6.0,14.0,140.0,-28.0,-37.0,11.0
Vermont,6/3/2020,-17.0,-5.0,44.0,-28.0,-38.0,14.0
Virginia,6/3/2020,-17.0,3.0,63.0,-34.0,-41.0,14.0
Washington,6/3/2020,-22.0,2.0,93.0,-40.0,-43.0,14.0
West Virginia,6/3/2020,4.0,9.0,55.0,3.0,-29.0,7.0
Wisconsin,6/3/2020,-5.0,10.0,185.0,-7.0,-32.0,10.0
